address,price,lat,lon,year
348 Beacon St #5,9900000,42.352418,-71.084003,2020
45 Revere St #4,650000,42.359578,-71.068,2008
197 W Canton St #4,410000,42.344378,-71.07616,2002
60 Queensberry St #D,175000,42.342591,-71.097636,2003
189 Warren Ave #2,660000,42.343758,-71.076864,2020
29 Fayette St #3-2,330000,42.348938,-71.067536,2010
39 Upton St #2,970000,42.342753,-71.072529,2021
16 Holyoke St #1,970000,42.344509,-71.077711,2007
1 Nassau St #1105,685000,42.348799,-71.063184,2015
80-82 Fenwood Rd #616,640000,42.336145,-71.109245,2019
308 Commonwealth Ave #I,1237500,42.349501,-71.085779,2005
34-36 Grove St #4,430000,42.359904,-71.068657,2021
311 Commonwealth Ave #61,1330000,42.349458,-71.085943,2018
43 W Newton St #2-15,385500,42.339434,-71.074503,2006
476 Shawmut Ave #4,650000,42.338557,-71.076035,2013
29 Concord Sq #3,465000,42.341619,-71.078992,2009
621 Tremont St #5,497000,42.342408,-71.074586,2011
1-3 Chestnut St #3A,480000,42.357951,-71.06617,2000
27 Worcester St #3,488000,42.338253,-71.076482,2002
32 E Springfield St #1,515000,42.336349,-71.075509,2013
1091 Boylston St #55,195000,42.347217,-71.088059,2011
49 Warren Ave #5,755000,42.345086,-71.07193,2019
28 Greenwich Park #2,785000,42.335556,-71.083766,2003
220 W Springfield St #4,1300000,42.34055,-71.080594,2014
36 Hancock St #7B,460000,42.360469,-71.064327,2005
39 Revere St #4,314250,42.359673,-71.067727,2010
382 Commonwealth Ave #53,491500,42.34881,-71.090117,2011
65 E India Row #18F,825000,42.358036,-71.051007,2009
250 Boylston St #2B,1138632,42.35205,-71.069294,2001
393 Marlborough St #3,435000,42.350438,-71.08805,2020
1 Dalton St #2904,2800000,42.345267,-71.084125,2019
90 Commercial St #2,740000,42.361738,-71.052966,2014
23 Hancock St #4,685000,42.3605,-71.064573,2004
80 Broad St #PH1404,901000,42.357638,-71.052772,2014
351-367 Massachusetts Ave,22049000,42.342125,-71.084178,2014
351-367 Massachusetts Ave,13400000,42.342125,-71.084178,2013
2 Commonwealth Ave #14A,2684000,42.353354,-71.071403,2000
219-223 Columbus Ave #702,2350000,42.347429,-71.073487,2018
34-1/2 Beacon St #7,1800000,42.357195,-71.06499,2002
96 Beacon St #PH,9399673,42.355538,-71.072551,2009
36 Commonwealth Ave #1,4150000,42.352769,-71.07383,2004
520 Shawmut Ave #4,662500,42.337583,-71.077522,2012
191 Warren Ave #4,931000,42.343754,-71.076878,2017
191 Warren Ave #1,1380000,42.343754,-71.076878,2015
191 Warren Ave #3,490000,42.343754,-71.076878,2012
45 Province St #2601,2175000,42.356912,-71.060201,2010
15 Braddock Park #3,986015,42.332612,-71.07127,2010
44 Prince St #302,729000,42.364754,-71.054841,2017
524 Massachusetts Ave #1,570000,42.339158,-71.07997,2007
199 State St #502,690000,42.359338,-71.052876,2008
30-34 E Concord St #1,305100,42.337529,-71.074529,2003
110 Stuart St #20E,1945000,42.351007,-71.065413,2013
33 E Springfield St #1,1100000,42.33621,-71.075503,2017
78 W Concord St #8,322000,42.338355,-71.07566,2007
185 Devonshire St #400,559900,42.356022,-71.057339,2018
185 Devonshire St #401,769242,42.356022,-71.057339,2013
25 Appleton St #2,1115000,42.34617,-71.071182,2020
76 Chandler St #1&2,1800000,42.34653,-71.072225,2016
75 W Cedar St,1070000,42.360169,-71.069905,2004
85 E India Row #29A,395000,42.357947,-71.050993,2000
42 Bradford St,1301000,42.342364,-71.069542,2005
1 Charles St S #501,875000,42.352495,-71.067469,2018
157-159 Newbury St #2,1891000,42.350857,-71.078219,2006
563 Columbus Ave #1,1,42.341185,-71.081252,2013
563 Columbus Ave #2,1,42.341185,-71.081252,2013
565 Columbus Ave #1,1,42.341107,-71.081351,2013
565 Columbus Ave #2,1,42.341107,-71.081351,2013
567 Columbus Ave #1,1,42.34103,-71.081449,2013
567 Columbus Ave #2,1,42.34103,-71.081449,2013
567 Columbus Ave #3,1,42.34103,-71.081449,2013
8 Whittier Pl #3C,638000,42.366178,-71.067225,2013
40 Lawrence St #1,282000,42.345991,-71.073071,2004
31 E Concord St,820000,42.337204,-71.074312,2003
103 Beacon St #1,585000,42.355332,-71.073292,2013
227 Marlborough St #3,350000,42.352152,-71.081654,2012
21 Father Francis Gilday St #405,595000,42.338063,-71.072716,2009
21 Father Francis Gilday St #311,596000,42.338063,-71.072716,2010
9 Appleton St #M1,619000,42.346312,-71.070649,2014
75 Chestnut St #33,317000,42.357016,-71.070295,2001
208 W Springfield St #4,1561000,42.340142,-71.080197,2020
8 Garrison St #505,245000,42.346203,-71.079876,2006
180 Commonwealth Ave #19,1070000,42.351197,-71.079477,2016
22 Union Park #3,550000,42.657843,-70.622582,2010
79 Gainsborough St #301,192000,42.342345,-71.088033,2000
4 Charlesgate E #703,694000,42.349847,-71.091522,2019
183-185A Massachusetts Ave #602,740000,42.345393,-71.086945,2017
150 Appleton St #1D,389000,42.345057,-71.075049,2006
37 Milford St #1,1500000,42.344006,-71.069426,2016
123 W Newton St #1,2575000,42.341724,-71.076807,2020
85 E India Row #14G,550000,42.357947,-71.050993,2004
56 Commonwealth Ave #PH,1650000,42.352579,-71.074195,2014
2 Avery St #24H,1640000,42.353193,-71.063136,2006
47 Tileston St #5,275000,42.365962,-71.054341,2003
57 Beacon St #1,2e+06,42.356523,-71.068432,2001
58 Beacon St #6,335000,42.356496,-71.068558,2001
448 Park Dr #1,350000,42.347941,-71.105874,2003
448 Park Dr #1,275000,42.347941,-71.105874,2013
78 Gainsborough St #102E,465000,42.342085,-71.087682,2004
50 Saint Stephen St #9,920000,42.338084,-71.072865,2005
70 Lincoln St #L414,372000,42.352235,-71.058043,2006
14 Medfield St #4,4e+05,42.345461,-71.105141,2007
84 Myrtle St #1,380000,42.359244,-71.067387,2005
48 Beacon St #5R,830000,42.356689,-71.067678,2010
250 Commonwealth Ave #21,395000,42.35028,-71.082869,2003
190 W Springfield St #1,780000,42.339654,-71.079691,2010
85 E India Row #6A,1525000,42.358311,-71.050532,2012
85 E India Row #6B,1525000,42.358311,-71.050532,2012
220 Commercial St #1A,250000,42.36343,-71.05152,2008
464 Commonwealth Ave #57,115000,42.348734,-71.093973,2001
37 Bay State Rd #3,1490000,42.349939,-71.094589,2022
3 Avery St #708,720000,42.35337,-71.062604,2014
246 Beacon St #3A,301000,42.353609,-71.079648,2000
80 Broad St #403,750000,42.357598,-71.052925,2017
137 Peterborough St #34,320000,42.342964,-71.100443,2006
137 Peterborough St #34,245000,42.342964,-71.100443,2002
2-1/2 Battery Wharf #4609,1925000,0,0,2008
27 Wareham St #304,814000,42.339576,-71.067957,2015
21 Bradford St,1045000,42.342948,-71.068111,2007
8 Cumston St #8,1850000,42.338551,-71.075139,2013
108 E Brookline St #3,312000,42.337002,-71.069232,2003
88 Chandler St #1,795000,42.346419,-71.072631,2009
591 Beacon St #5,275000,42.349566,-71.09396,2001
90 Commonwealth Ave #20,1350000,42.352133,-71.075918,2010
9 Revere St #8,429000,42.359707,-71.066631,2002
30-34 E Concord St #13,553000,42.337529,-71.074529,2021
97 W Cedar St,1249000,42.360961,-71.069884,2010
96-96B W Cedar St,4550000,42.360833,-71.070133,2014
77-77A Phillips St,5125000,42.360411,-71.069398,2021
79-79A Phillips St,5125000,42.360407,-71.069491,2021
41 Garden St,2648500,42.360133,-71.066994,2008
43-43A Grove St,1325000,42.359786,-71.068769,2011
80 Phillips St,1525000,42.360224,-71.069591,2011
20-20A Phillips St,3625000,42.360263,-71.067455,2021
55 Revere St,4625000,42.359661,-71.068441,2021
71 Phillips St,1100000,42.360416,-71.069214,2001
35-35A Myrtle St,6250000,42.359453,-71.065787,2021
7 E Springfield St #4B,1455000,42.33621,-71.075503,2021
80 Broadway #2B,595000,42.349819,-71.067273,2011
20 Rowes Wharf #702,1675000,42.356979,-71.050463,2012
1 Charles St S #1610,1100000,42.351787,-71.067367,2006
2 Hawthorne Pl #16R,455000,42.363418,-71.066692,2014
300 Pier 4 Blvd #3D,4499000,0,0,2021
7 Exeter St,8e+06,42.352612,-71.081168,2011
430 Marlborough St #1,783000,42.34991,-71.089283,2011
8 Isabella St #3A,419000,42.348659,-71.069595,2010
2 Hawthorne Pl #14B,435000,42.363418,-71.066692,2019
196 Endicott St,1e+06,42.366215,-71.057912,2010
220 Commercial St #5B,267000,42.36343,-71.05152,2002
440 Commercial St #503,755000,42.367283,-71.052961,2014
282-284 Cambridge St #2,417000,42.361009,-71.06812,2010
110 Stuart St #17F,1100000,42.351007,-71.065413,2020
102 Commercial St #3,439000,42.361896,-71.052821,2001
150 Appleton St #4C,550000,42.344991,-71.074941,2007
80 Broad St #501,1025000,42.357638,-71.052772,2017
8 Yarmouth St #4,1300000,42.346328,-71.077286,2021
190 W Canton St #3,810000,42.344183,-71.07618,2009
270 Huntington Ave #203,135000,42.341833,-71.085734,2003
25 Clark St #2,350000,42.365144,-71.052756,2010
65 Hemenway St #10,362500,42.344786,-71.089853,2007
35 E Springfield St #B,92000,42.336268,-71.075736,2000
529 Columbus Ave #2,579000,42.341827,-71.080418,2013
62 N Margin St #2,167000,42.364861,-71.056784,2000
109-119 Beach St #2G,590000,42.350718,-71.058047,2019
109-119 Beach St #1A,534000,42.350718,-71.058047,2017
121-123 Beach St #105,535000,42.350656,-71.057767,2009
1721 Washington St #508,530000,42.336989,-71.076499,2007
179 Commonwealth Ave #2,603500,42.351757,-71.07985,2005
33 Irving St #6,266000,42.360126,-71.06649,2004
52 Charlesgate E #155,170000,42.347468,-71.09142,2001
16 Concord Sq #4,385000,42.340977,-71.078681,2004
2 Hawthorne Pl #8H,539000,42.363418,-71.066692,2017
351 Beacon St #4,269000,42.352374,-71.083504,2002
2 Hawthorne Pl #4G,293000,42.363418,-71.066692,2006
9 Hawthorne Pl #7A,385500,42.363479,-71.066446,2010
43 Westland Ave #PH1,1600000,42.343779,-71.089053,2020
51 Commercial Wharf #6,605000,42.362153,-71.050329,2003
53 Mount Vernon St #1,1357000,42.358029,-71.068496,2012
9 Hawthorne Pl #3B,634500,42.363479,-71.066446,2011
15 Gray St #2,452500,42.34585,-71.070777,2003
156 Prince St #9,445000,42.367006,-71.057944,2006
49 Hancock St #8,915000,42.35964,-71.064514,2012
8 Whittier Pl #4B,509000,42.366178,-71.067225,2015
116 Riverway #99,535000,42.343359,-71.104849,2022
1 Nassau St #1,440960,42.348799,-71.063184,2005
9 Waltham St #2,350000,42.341156,-71.068028,2007
145 Pinckney St #412,412000,42.358897,-71.07179,2014
394 Marlborough St #8,408000,42.350403,-71.08782,2013
59 Phillips St #7,333000,42.360426,-71.068684,2006
145 Pinckney St #412,430000,42.358897,-71.07179,2015
341 Beacon St #2B,541888,42.352468,-71.083143,2019
143 W Brookline St #502,626888,42.34168,-71.074974,2021
1 Nassau St #1101,650000,42.348799,-71.063184,2015
84 Gainsborough St #104W,305000,42.342122,-71.087805,2005
90 Gainsborough St #206E,315000,42.342147,-71.087937,2005
40 Battery St #PH8,1622500,42.366496,-71.051362,2006
39 Grove St #1,452500,42.359898,-71.068778,2005
4 Charlesgate E #104,508000,42.349847,-71.091522,2008
5-9 Hudson St #6S,425000,42.351142,-71.060038,2002
75 Clarendon St #407,412000,42.347292,-71.073417,2006
92 Beacon St #2,222000,42.355663,-71.072081,2000
19 Melrose St #3,1162500,42.349406,-71.067449,2021
500 Atlantic Ave #18G,1525000,42.353653,-71.053436,2006
500 Atlantic Ave #18S,690000,42.353653,-71.053436,2006
36 Hull St #8,375000,42.366834,-71.055924,2010
1597 Washington St #609,411880,42.338442,-71.074435,2000
20 Joy St #2,291000,42.359151,-71.065178,2004
1 Avery St #14C,510000,42.35337,-71.062515,2001
132 Marlborough St,3400000,42.352985,-71.077881,2011
146 Worcester St #1,1405000,42.341021,-71.079891,2016
70 Lincoln St #L310,260000,42.352217,-71.057924,2006
910 Beacon St #6,848550,42.346548,-71.10598,2006
8 Garrison St #202,560000,42.346192,-71.080045,2017
31 Queensberry St #12,182900,42.343137,-71.096386,2006
85 E India Row #39F,732000,42.358311,-71.050532,2010
85 E India Row #22G,659000,42.358311,-71.050532,2017
40 Battery St #502,1600000,42.366417,-71.05117,2006
2 Clarendon St #102,455000,42.344144,-71.072013,2005
85 Saint Botolph St #3,601500,42.345392,-71.080199,2007
256-260 Newbury St,14250000,42.349538,-71.083073,2017
9 Appleton St #208,249500,42.346312,-71.070649,2003
735 Harrison Ave #W107,875000,42.337953,-71.071555,2021
1 Avery St #32A,2325000,42.35337,-71.062515,2011
500 Atlantic Ave #14T,545000,42.353653,-71.053436,2019
449 Beacon St #5,390000,42.351249,-71.087986,2009
35 Beacon St #3,1835000,42.357118,-71.065694,2019
96 Gainsborough St #4W,289930,42.342169,-71.088083,2007
110 Stuart St #16C,1100000,42.351109,-71.065637,2011
110 Stuart St #16D,625000,42.351007,-71.065413,2011
2 Hawthorne Pl #14F,300500,42.363418,-71.066692,2008
20 Concord Sq #2,292000,42.341755,-71.079273,2002
17 Marlborough St #5,1004400,42.354376,-71.072768,2006
1682 Washington St #8,945500,42.337306,-71.075725,2018
27 Anderson St #7,490000,42.36034,-71.067912,2020
210 South St #6-3,589000,42.350224,-71.057346,2006
127 Pembroke St #4,8e+05,42.342772,-71.076994,2019
151 Tremont St #26D,620000,42.355397,-71.063003,2004
308 Commonwealth Ave #H,1140000,42.349501,-71.085779,2007
117 Beacon St #1,4975000,42.354978,-71.074241,2018
265-275 Dartmouth St #6E,357000,42.350105,-71.077253,2010
237 W Newton St #1,679000,42.344441,-71.080224,2019
100 Lovejoy Wharf #4H,985000,0,0,2018
1 Dalton St #3603,5950000,42.345267,-71.084125,2019
1 Nassau St #1008,142044,42.348799,-71.063184,2004
110 Stuart St #21B,2250000,42.351007,-71.065413,2017
380 Columbus Ave #1,579000,42.3453,-71.075752,2002
31 Myrtle St #2,699000,42.359454,-71.06564,2019
9 Hawthorne Pl #14L,285000,42.363479,-71.066446,2010
717 Atlantic Ave #8A,910000,42.350702,-71.056632,2016
15 Warren Ave #2,590000,42.345399,-71.070746,2012
118 Riverway #18,275000,42.34327,-71.104387,2005
36 Hancock St #5B,740000,42.360469,-71.064327,2019
29 Cumberland St #4,442500,42.343402,-71.081901,2002
70 Fenway #36,920000,42.342869,-71.091393,2022
382 Commonwealth Ave #52,5e+05,42.34881,-71.090117,2007
40 Mount Vernon St #2A,1850000,42.358168,-71.067324,2012
9 Hawthorne Pl #12J,4e+05,42.363479,-71.066446,2013
12 Stoneholm St #527,245000,42.345898,-71.088231,2006
134 Beach St #4,850000,42.350699,-71.057168,2002
376 Commercial St #4G,520000,42.366382,-71.051468,2000
57 Charter St #3B,350000,42.367509,-71.0551,2005
2 Hawthorne Pl #5C,401000,42.363418,-71.066692,2005
2 Hawthorne Pl #5C,401000,42.363418,-71.066692,2005
201 Newbury St #306,582000,42.350246,-71.080415,2003
225 Commonwealth Ave #4,1325000,42.351219,-71.081508,2003
1 Huntington Ave #PH1702,4600000,42.349359,-71.076991,2005
3 Avery St #701,735000,42.35337,-71.062604,2005
66 Chandler St #2,380000,42.34663,-71.071859,2005
61 Beacon St #2,1725000,42.356408,-71.068938,2021
390 Commonwealth Ave #503,476000,42.348872,-71.088555,2002
425 Newbury St #F8,60000,42.348159,-71.089626,2003
6 Whittier Pl #6E,750000,42.365893,-71.067451,2020
78 Phillips St #A,580000,42.360226,-71.069516,2015
1 Charles St S #1104,1440000,42.351787,-71.067367,2005
425 Newbury St #F41,75000,42.348159,-71.089626,2011
1 Charles St S #609,639000,42.351787,-71.067367,2010
390 Commonwealth Ave #411,632500,42.34891,-71.089812,2011
160 Commonwealth Ave #212,515000,42.351537,-71.078204,2006
1 Charles St S #706,1120000,42.351787,-71.067367,2005
1 Charles St S #707,415000,42.351787,-71.067367,2005
1 Charles St S #607,485000,42.351787,-71.067367,2008
45 Church St #PH1,875000,42.349628,-71.068292,2003
1313 Washington St #210,456000,42.341948,-71.068372,2012
39 Hemenway St #8,255000,42.345429,-71.089667,2002
27 Clark St #7,346000,42.365126,-71.052696,2010
5 Keswick St #3,480000,42.345932,-71.105962,2004
9 Waltham St #1,5e+05,42.341156,-71.068028,2007
10 Bowdoin St #213,695000,42.360946,-71.063021,2004
436 Marlborough St #2,891000,42.349849,-71.089492,2018
31 Queensberry St #18,255500,42.343137,-71.096386,2005
1313 Washington St #507,1150000,42.341948,-71.068372,2012
529 Columbus Ave #6,394000,42.341647,-71.080483,2004
181 Warren Ave #4,530000,42.34379,-71.076744,2014
184 Marlborough St #1,447000,42.352421,-71.079914,2000
210 South St #6-1,660000,42.350224,-71.057346,2007
26 Union Park #5,520000,42.657847,-70.622588,2004
26 Union Park #4,350000,42.657847,-70.622588,2000
1 Charles St S #1010,1425000,42.351787,-71.067367,2016
145 Pinckney St #135,398000,42.358897,-71.07179,2009
8 Whittier Pl #4E,547000,42.365893,-71.067451,2013
170 Tremont St #607,180000,42.353617,-71.064016,2000
27 Anderson St #2,420000,42.360346,-71.067791,2011
65 E India Row #18C,850000,42.357947,-71.050993,2020
70-72 Mount Vernon St #3B70,1650000,42.358168,-71.067324,2012
65 E India Row #19D,465000,42.358036,-71.051007,2008
65 E India Row #22C,360000,42.358036,-71.051007,2003
570 Massachusetts Ave #3,890000,42.337848,-71.078397,2020
1 Charles St S #1605,945000,42.351787,-71.067367,2005
3 Avery St #606,740000,42.35337,-71.062604,2008
2 Avery St #37A,780000,42.35328,-71.062559,2005
90 Worcester St #5,725000,42.339797,-71.07863,2015
41 Worcester Sq #2,201000,42.336258,-71.074383,2003
700 Harrison Ave #414,595000,42.338376,-71.0707,2009
9 Hawthorne Pl #2F,390000,42.363479,-71.066446,2019
236 Beacon St #2C,1075000,42.353742,-71.079159,2000
5 Hanson St #3,405000,42.343385,-71.069624,2002
45 Saint Botolph St #204,1385000,42.346174,-71.079267,2022
121-123 Beach St #102,680000,42.350656,-71.057767,2018
1 Franklin St #2111,1370000,42.356057,-71.059157,2022
9 Hawthorne Pl #15N,7e+05,42.363479,-71.066446,2014
87 Gainsborough St #304,680000,42.342125,-71.087532,2021
249 W Newton St #7,460000,42.344374,-71.080306,2011
65 Saint Botolph St #4,719000,42.246694,-71.177759,2002
76 Revere St,1550000,42.359455,-71.069324,2016
1 Charles St S #11G,1450000,42.351787,-71.067367,2013
30 Union Park St #302,8e+05,42.34184,-71.070099,2011
234 W Newton St #2,370000,42.344334,-71.080426,2005
145 Pinckney St #730,375000,42.358897,-71.07179,2009
60 Queensberry St #D,469000,42.342591,-71.097636,2021
16 Holyoke St #2,425000,42.344783,-71.077945,2003
227 W Canton St #4,431000,42.345229,-71.076936,2000
35 Bay State Rd #4F,375000,42.348278,-71.068365,2005
95 Gainsborough St #7,730000,42.342473,-71.088869,2017
411 Marlborough St #3,282000,42.350214,-71.088883,2000
12 Stoneholm St #417,440000,42.345898,-71.088231,2021
16 Exeter St #1,5100000,42.351989,-71.080722,2021
2-1/2 Battery Wharf #4307,1645000,0,0,2019
64 Charlesgate E #79,255000,0,0,2003
10 Charlesgate E #501,1e+06,42.350276,-71.091548,2016
36 Worcester Sq #6,342500,42.336412,-71.074366,2000
228 W Canton St #1,2510000,42.345164,-71.077205,2013
210 W Canton St #1,798450,42.345023,-71.076988,2005
180 Beacon St #8G,1742500,42.354329,-71.076986,2010
9-17 Harcourt St #301,995000,42.34605,-71.078365,2016
106 E Brookline St #3,360000,42.337048,-71.069286,2005
45-63 Atlantic Ave #6A,850000,42.363001,-71.051147,2003
220 Boylston St #9009,4e+06,42.352207,-71.068581,2018
99 Pinckney St #4,1e+06,42.35893,-71.069392,2000
2 Avery St #25A,720000,42.353193,-71.063136,2006
78 Gainsborough St #5E,477000,42.342125,-71.087532,2013
100 Shawmut Ave #305,962900,42.345888,-71.066287,2022
500 Atlantic Ave #15T,380000,42.353653,-71.053436,2007
192 Commonwealth Ave #3,2725000,42.351,-71.080239,2016
78 Gainsborough St #5E,650000,42.342125,-71.087532,2016
57 Marlborough St #3,1025000,42.354011,-71.074792,2004
22 Charles River Sq,3950000,42.359795,-71.071564,2016
36 W Cedar St,2500000,42.358618,-71.069973,2009
210 South St #10-2,565000,42.350224,-71.057346,2007
373 Commonwealth Ave #101,304500,42.349307,-71.0909,2002
478 Shawmut Ave #8,403500,42.338507,-71.076112,2012
37 Worcester St #2,525130,42.338529,-71.076821,2014
1313 Washington St #613,1340625,42.341948,-71.068372,2021
73 Worcester St #2,725000,42.339097,-71.077629,2015
106 Myrtle St #4,5e+05,42.359249,-71.068358,2011
156 Mount Vernon St,2750000,42.357419,-71.071997,2006
61 Mount Vernon St #G,830000,42.358029,-71.068496,2020
181 Essex St #E204,4e+05,42.352269,-71.058198,2007
440 Commercial St #502,710000,42.367283,-71.052961,2006
82 Jersey St #21,243500,42.343997,-71.097439,2007
121 Salem St #2D,150000,42.364576,-71.055333,2000
191 Warren Ave #4,5e+05,42.343754,-71.076878,2005
20 W Cedar St,2875000,42.357895,-71.069593,2000
49 Hancock St #5,819000,42.35964,-71.064514,2011
65 E India Row #6G,6e+05,42.358036,-71.051007,2004
220 Commercial St #1R,860382,42.36343,-71.05152,2018
725 Harrison Ave #E106,865000,42.337497,-71.071974,2015
42 Joy St #8,1585000,42.360064,-71.0652,2016
127 Beacon St #12,307000,42.354933,-71.074053,2002
1 Primus Ave #9,450000,42.360299,-71.069791,2001
64-66 Salem St #4F,525000,42.363417,-71.056113,2008
47 Appleton St,1330000,42.345946,-71.072023,2006
22 Phillips St #G,375000,42.36026,-71.067572,2016
348 Columbus Ave #348,509000,42.345796,-71.075149,2001
128 Marlborough St #5,2350000,42.353035,-71.077703,2018
128 Marlborough St #6,2350000,42.353035,-71.077703,2018
170 Tremont St #1203,6e+05,42.353617,-71.064016,2007
449-463 Washington St #7C,679000,42.355484,-71.060652,2015
110 Stuart St #25C,1590000,42.351007,-71.065413,2014
1 Symphony Rd #9,345000,42.342691,-71.08654,2013
38-40 Saint Botolph St #41,345200,42.346174,-71.079267,2002
6 Whittier Pl #14F,265000,42.366192,-71.06722,2006
6 Whittier Pl #12M,507000,42.366192,-71.06722,2011
145 Pinckney St #323,437500,42.358897,-71.07179,2006
409 Commonwealth Ave #B,5887500,42.349237,-71.090272,2015
81 Richmond St #2C,350000,42.362522,-71.053059,2011
9 Albemarle St #3,444000,42.34237,-71.083264,2005
9 Hawthorne Pl #15N,5e+05,42.363479,-71.066446,2011
9 Hawthorne Pl #15R,334000,42.363479,-71.066446,2004
9 Hawthorne Pl #10P,298000,42.363479,-71.066446,2008
79 Gainsborough St #106,353750,42.342345,-71.088033,2003
1313 Washington St #302,1653000,42.341948,-71.068372,2013
145 Pinckney St #719,527500,42.358897,-71.07179,2007
250 Beacon St #3,1580000,42.353552,-71.079845,2011
95 Gainsborough St #307,724900,42.342473,-71.088869,2017
50 Franklin St #3,2900000,42.355648,-71.058397,2005
357 Commercial St #601,581500,42.366214,-71.051154,2009
113 Chandler St #1,525000,42.346399,-71.073394,2015
75 Clarendon St #409,5e+05,42.346885,-71.073348,2004
534-538 Commonwealth Ave #4E,375000,42.348772,-71.095993,2004
16 Gray St #5&7,765000,42.345679,-71.070702,2004
3 Avery St #903,545000,42.353283,-71.063135,2022
73 Pinckney St #3,806000,42.35895,-71.068134,2017
776 Boylston St #W12A,5400000,42.348809,-71.081814,2011
776 Boylston St #W12A,11500000,42.348809,-71.081814,2020
534 Beacon St #601,265000,42.350518,-71.091067,2002
1411 Washington St #18,354500,42.341063,-71.070433,2003
421 Marlborough St #11,5e+05,42.350109,-71.089265,2005
421 Marlborough St #12A,892500,42.350109,-71.089265,2014
116 Riverway #6,122000,42.343269,-71.104376,2000
45 Saint Botolph St #201,399000,42.346174,-71.079267,2002
357 Commercial St #3,332000,42.366214,-71.051154,2003
5 Wellington St #3,765000,42.341228,-71.081145,2003
333 Beacon St #2,869000,42.352563,-71.082777,2010
53 Rutland St #2,379000,42.340116,-71.076174,2004
280 Beacon St #3,415000,42.353139,-71.081303,2002
84 Gainsborough St #401W,197000,42.342122,-71.087805,2002
79 Gainsborough St #306,350000,42.342345,-71.088033,2002
85 E India Row #23A,665000,42.358311,-71.050532,2021
6 Whittier Pl #9K,345000,42.366192,-71.06722,2013
59 Dwight St #1,688000,42.34456,-71.069234,2007
45 Province St #2203,1675000,42.356912,-71.060201,2014
500 Atlantic Ave #20J,3200000,42.353653,-71.053436,2009
7 Unity St #10,339200,42.366355,-71.054,2009
41 Park Dr #PH,571000,42.343498,-71.094732,2005
49 Warren Ave #3,315000,42.345086,-71.07193,2002
85 Park Dr #19,354900,42.342146,-71.095756,2005
90 Commercial St #4A,185000,42.361738,-71.052966,2002
388 Marlborough St #1,495000,42.350364,-71.087613,2021
426 Hanover St #3-1,565000,42.366546,-71.052806,2011
14 Rutland St #14,2025000,42.338812,-71.074996,2016
17 Worcester Sq #1,1215000,42.336864,-71.075304,2016
135 Commonwealth Ave #4,1499999,42.352345,-71.077244,2014
135 Commonwealth Ave #7,1650000,42.352345,-71.077244,2018
62 Queensberry St #404,381500,42.342567,-71.097731,2013
135 Commonwealth Ave #8,1882500,42.352345,-71.077244,2015
52 Charlesgate E #169,250000,42.347468,-71.09142,2005
14 Medfield St #1,635000,42.345461,-71.105141,2012
36 Hull St #11,644500,42.366834,-71.055924,2020
362 Commonwealth Ave #5F,385000,42.348912,-71.088202,2004
204 W Brookline St #3,830000,42.343679,-71.076798,2016
400 Stuart St #25E,3950000,42.348853,-71.074296,2013
43 W Newton St #B6,206500,42.339434,-71.074503,2000
341 Beacon St #2C,860000,42.352468,-71.083143,2021
80 Broad St #PH1105,1850000,42.357638,-71.052772,2019
80 Broad St #507,1250000,42.357638,-71.052772,2016
171 Tremont St,16400000,42.353493,-71.064067,2014
84-1/2 W Cedar St #84H,265000,42.360419,-71.070027,2007
331 Shawmut Ave #1,1675000,42.341843,-71.07129,2015
37 Grove St #5,4e+05,42.359962,-71.068783,2002
87 Beacon St #3R,485000,42.35579,-71.071583,2014
41-43 Phillips St #19,2750000,42.360342,-71.068099,2021
492 Beacon St #52&62,1800000,42.351009,-71.089244,2001
534 Beacon St #702,288000,42.350518,-71.091067,2002
70 Brimmer St #215,4e+05,42.356292,-71.07141,2017
83 Chestnut St,3900000,42.356844,-71.071109,2017
274 Marlborough St #3,2051000,42.351585,-71.083062,2009
86 E Brookline St,550000,42.337504,-71.069825,2001
84 Gainsborough St #205W,390000,42.342122,-71.087805,2004
19 Margaret St,975000,42.365909,-71.055523,2004
390 Commonwealth Ave #705,525000,42.348872,-71.088555,2004
439 Marlborough St #31,337500,42.349863,-71.090156,2002
230 Marlborough St #3,795000,42.351915,-71.082179,2006
1 Dalton St #4501,7850000,42.345267,-71.084125,2019
183-185A Massachusetts Ave #802,846000,42.345919,-71.087079,2021
90 Worcester St #1,637000,42.339797,-71.07863,2020
112 Pinckney St #1,325000,42.358717,-71.071901,2001
85 E India Row #5E,482500,42.358311,-71.050532,2008
6 Dartmouth St #2,335000,42.342891,-71.073913,2000
23 Saint Stephen St #6,367500,42.342924,-71.086231,2009
150 Lincoln St #5A,1e+06,42.351324,-71.058354,2019
37 Milford St #2,2760000,42.344086,-71.06981,2022
40 Fay St #306,725000,42.343516,-71.065415,2016
314 Shawmut Ave #4,950000,42.342335,-71.070245,2021
54 Waltham St #4,298000,42.342343,-71.069805,2000
125 Park Dr #B1,320500,42.341457,-71.097524,2007
10 Charlesgate E #401,1150000,42.350276,-71.091548,2021
103 Appleton St #2,356000,42.345429,-71.073991,2010
700 Harrison Ave #503,227000,42.338376,-71.0707,2009
82 Montgomery St #1,930000,42.343366,-71.074754,2004
233 W Canton St #2,530000,42.34528,-71.077015,2016
440 Commercial St #301,605000,42.367283,-71.052961,2009
