address,price,lat,lon,year
42 Fenway #2,318000,42.345791,-71.090551,2003
553 Columbus Ave #3,1e+06,42.341386,-71.08099,2022
136-140R Shawmut Ave #2B,725000,42.345888,-71.066287,2022
61 Prince St #3B,575000,42.365166,-71.055101,2001
280 Beacon St #6,565000,42.353139,-71.081303,2009
9 Hawthorne Pl #4A,342000,42.363479,-71.066446,2006
9 Hawthorne Pl #14L,265000,42.363479,-71.066446,2005
105 Beacon St #4,422500,42.355225,-71.072979,2006
2 Avery St #31C,3200000,42.35328,-71.062559,2013
118 Riverway #33,305000,42.34327,-71.104387,2005
109-119 Beach St #5E,1135000,42.350718,-71.058047,2011
333 Washington St #646,115000,42.356845,-71.059073,2008
106 Myrtle St #1,458000,42.359249,-71.068358,2010
41 Upton St #1,690000,42.342808,-71.072592,2000
552 Columbus Ave #3,280000,42.34127,-71.080804,2003
500 Atlantic Ave #21L,1319000,42.353653,-71.053436,2017
1682 Washington St #5,1065000,42.337212,-71.076023,2018
164 Beacon St #1,327500,42.354514,-71.076305,2004
1 Nassau St #1102,263574,42.348799,-71.063184,2019
528 Tremont St #2B,110000,42.344557,-71.070384,2001
73 Revere St #B,135000,42.359644,-71.069059,2000
3 Goodwin Pl #B,110000,42.359883,-71.069192,2001
9 Concord Sq #G,175000,42.340957,-71.078365,2000
9 Fayette St #4,285000,42.349295,-71.066944,2008
12 Hereford St #4,670000,42.351148,-71.086705,2002
131 Park Dr #43,209000,42.341493,-71.097645,2002
725 Harrison Ave #E202,538000,42.337996,-71.071502,2011
8 Acorn St,1900000,42.357801,-71.06848,2008
300 Commercial St #505,1475000,42.365011,-71.051232,2019
1 Charles St S #16G,1862500,42.352495,-71.067469,2016
165 Tremont St #704,799000,42.354233,-71.063727,2013
165 Tremont St #404,1101000,42.354233,-71.063727,2017
1 Charles St S #606,1385000,42.351787,-71.067367,2014
265-275 Dartmouth St #6H,862500,42.350105,-71.077253,2006
449-463 Washington St #6E,403000,42.355484,-71.060652,2007
73 Charles St #2A,329000,42.358207,-71.070397,2003
12 Lindall Pl #4,329000,42.361047,-71.0693,2005
3 Gloucester St #9,296000,42.351544,-71.085187,2000
6 Charter St #1,348000,42.366306,-71.053236,2006
127 Marlborough St #2,735000,42.353203,-71.077791,2002
155 Beacon St #2,735000,42.354672,-71.075019,2004
234 Causeway St #1003,950000,42.366538,-71.059491,2009
238 Marlborough St #501,1375000,42.351921,-71.081801,2019
207 Commonwealth Ave #11,320000,42.351384,-71.081245,2001
247 Shawmut Ave #2,434000,42.343563,-71.068353,2013
80 Broad St #906,525000,42.357598,-71.052925,2006
500 Atlantic Ave #18E,965000,42.353734,-71.053491,2006
63 Saint Botolph St #1,845000,42.345392,-71.080199,2004
434 Marlborough St,1750000,42.349753,-71.090319,2003
150 Appleton St #1D,647000,42.345057,-71.075049,2021
1387 Washington St #504,673000,42.34113,-71.070117,2012
169 Beacon St #B4,224900,42.354516,-71.075592,2011
116 Charles St #2,1450000,42.359188,-71.070883,2012
65 E India Row #16D,375000,42.358036,-71.051007,2002
145 Pinckney St #525,361500,42.358897,-71.07179,2011
202 W Springfield St #2,309000,42.339944,-71.079991,2004
1 Garden St #7,625000,42.361064,-71.067029,2004
1 Charles St S #8C,1575000,42.351787,-71.067367,2005
8 Whittier Pl #24B,442500,42.366178,-71.067225,2005
300 Boylston St #509,875000,42.351851,-71.070215,2001
221 W Canton St #2,835000,42.345177,-71.076857,2016
406 Marlborough St #1,1007500,42.350155,-71.088389,2005
61 Mount Vernon St #C,3250000,42.358029,-71.068496,2012
179 Marlborough St #3,1050000,42.352587,-71.080009,2010
110-112 Commercial St #4,488000,42.362001,-71.052724,2007
221 W Canton St #3,625500,42.345177,-71.076857,2008
16 Union Park #2,660000,42.657837,-70.622573,2008
342 Commercial St #7,1225000,42.365971,-71.051326,2014
416 Marlborough St #601,597500,42.35004,-71.088819,2003
425 Newbury St #A36,10000,42.348159,-71.089626,2003
128 Beacon St #B,5450000,42.354908,-71.074857,2019
75 Marlborough St #2,535000,42.353796,-71.075578,2003
9-15 Battery St #3,740000,42.36621,-71.052612,2021
79 Revere St #5,810000,42.359635,-71.069334,2017
5 Marlborough St,2460000,42.35452,-71.072219,2003
90 Broadway #2C,575000,42.34955,-71.066993,2009
401 Marlborough St #401,792900,42.350338,-71.08842,2014
36 Fleet St #5,328000,42.364462,-71.052079,2005
170 Tremont St #403,677500,42.353617,-71.064016,2018
170 Tremont St #404,610000,42.353617,-71.064016,2008
580 Washington St #6B,2252000,42.353823,-71.062232,2017
10 Worcester Sq #2&3,375000,42.33725,-71.075215,2000
242 Beacon St #6,1325000,42.353662,-71.079452,2009
125 Park Dr #27,375000,42.341617,-71.097478,2014
249 W Newton St #4,263500,42.344749,-71.080676,2000
46 Dwight St #3,343000,42.344276,-71.069051,2003
280 Commonwealth Ave #G1,295000,42.34988,-71.084357,2008
58 W Rutland Sq #2,705000,42.343077,-71.079942,2015
15 Union Park #GDN,1850000,42.342842,-71.07126,2022
219-223 Columbus Ave #703,1830000,42.347429,-71.073487,2015
529 Columbus Ave #1,138937,42.341827,-71.080418,2000
117 Commonwealth Ave #1,1800000,42.352391,-71.077438,2001
31 Cumberland St,3800000,42.343394,-71.08189,2016
70 Lincoln St #L617,375000,42.352235,-71.058043,2006
380 Columbus Ave #4,1007000,42.3453,-71.075752,2017
133 Marlborough St #8,515000,42.353128,-71.078056,2005
110 Stuart St #18E,1895250,42.351007,-71.065413,2015
339 Commonwealth Ave #10,1225000,42.349648,-71.08758,2007
90-92 N Washington St #2,1375000,42.365457,-71.058396,2021
25 Exeter St,6950000,42.350677,-71.080191,2003
11 Park Dr #24,330000,42.344604,-71.094755,2012
11 Park Dr #20,235000,42.344604,-71.094755,2007
61 Mount Vernon St #G,561000,42.358029,-71.068496,2013
343 Commercial St #104,790000,42.366072,-71.05123,2015
23 Pinckney St #1,645000,42.358961,-71.065916,2000
48 Beacon St #11R,1650000,42.356689,-71.067678,2019
580 Washington St #15E,1370000,42.353823,-71.062232,2017
452 Park Dr #10,386000,42.345521,-71.10468,2005
857 Beacon St #31,710000,42.347068,-71.104036,2018
217 W Canton St #2,750000,42.345143,-71.076804,2014
1 Dalton St #2704,2655000,42.345267,-71.084125,2019
40-44 Harrison Ave #2C,198000,42.351838,-71.061067,2010
4 Wellington St #1,1051000,42.341072,-71.081271,2003
43 Mount Vernon St #5,765000,42.358381,-71.065081,2000
2 Avery St #26A,965000,42.35328,-71.062559,2017
9 Hawthorne Pl #8G,287500,42.363479,-71.066446,2006
220 Boylston St #1110,1185000,42.352207,-71.068581,2012
42-44 Beach St #10C,420000,42.351575,-71.061173,2010
31 Irving St #8,545000,42.360253,-71.066491,2021
2 Avery St #35B,1310000,42.353193,-71.063136,2018
20 Marlborough St,9500000,42.354339,-71.072904,2015
66 Mount Vernon St #2,4400000,42.358168,-71.067324,2019
32 Traveler St #408,785900,42.344302,-71.063212,2017
56 Commonwealth Ave #62,408875,42.352579,-71.074195,2018
451 Park Dr #2D,545000,42.345594,-71.10471,2013
377 Marlborough St #1,625000,42.350637,-71.08731,2017
148 Commonwealth Ave #101,6e+05,42.351967,-71.076959,2021
210-216 Lincoln St #704,625000,42.349981,-71.058815,2012
111 Gainsborough St #102,435000,42.342605,-71.090331,2005
492 Beacon St #35,550000,42.351009,-71.089244,2003
70 Marlborough St #9,535000,42.35373,-71.075118,2005
45 Province St #4N,1100000,42.356912,-71.060201,2011
192 W Canton St #3,716000,42.34428,-71.076235,2005
79 Gainsborough St #304,284000,42.342345,-71.088033,2003
31 Braddock Park #3,374000,42.33291,-71.070999,2000
492 Beacon St #25,8000,42.351009,-71.089244,2002
4 Sentry Hill Pl,1087500,42.359563,-71.06921,2003
197 Saint Botolph St #5,950000,42.342458,-71.083766,2019
180 Marlborough St #5,880000,42.352461,-71.079763,2003
45 Province St #2502,3700000,42.356912,-71.060201,2019
3 Hanson St #1,880000,42.343366,-71.069595,2018
128 Commonwealth Ave,8750000,42.351803,-71.077222,2011
21 N Bennet St #1C,880000,42.365373,-71.054281,2014
146 Chandler St #3,395000,42.346034,-71.073998,2010
234 Causeway St #808,675000,42.366538,-71.059491,2005
603 Tremont St #4,9e+05,42.343035,-71.073588,2008
32 Traveler St #706,1655000,42.344302,-71.063212,2021
342 Commonwealth Ave #6,233000,42.349163,-71.08709,2000
108 Lincoln St #3B,712000,42.351655,-71.058099,2012
22 Cooper St #5,578000,42.364391,-71.056345,2014
22 Claremont Park #3,1250000,42.342064,-71.082775,2011
351 Marlborough St #3,597500,42.35096,-71.08613,2011
17 Holyoke St #2,335000,42.344685,-71.077612,2000
360 Marlborough St #2,535000,42.35067,-71.086478,2004
22 Upton St #3,530000,42.342226,-71.072236,2009
55 Worcester St #1,785000,42.338689,-71.077009,2001
216 W Canton St #2,320000,42.34507,-71.07706,2014
18 Dartmouth Pl #2,519000,42.344817,-71.074406,2020
10 Bowdoin St #16,860000,42.360946,-71.063021,2005
37 Milford St #1,1100000,42.344006,-71.069426,2013
99 Fulton St #3-4,550000,42.362365,-71.053014,2008
48 Dwight St #3,350000,42.344296,-71.069098,2009
265-275 Dartmouth St #3L,325000,42.350105,-71.077253,2002
483 Beacon St #67,318000,42.350944,-71.089126,2008
11 Union Park #5,1150000,42.342842,-71.07126,2022
16 Miner St #114,422400,42.346676,-71.103098,2010
133 Seaport Blvd #2202,3946730,42.350971,-71.043923,2022
124 Chandler St #C,518000,42.346162,-71.073551,2013
69 Park Dr #14,138500,42.342611,-71.094941,2000
180 Beacon St #3F,1240000,42.35455,-71.075815,2012
180 Beacon St #10A,1695000,42.354329,-71.076986,2018
189 W Canton St #2,780000,42.344461,-71.076076,2021
167 Warren Ave #2,670000,42.343973,-71.076074,2018
120 Fulton St #2C,1150000,42.362941,-71.052695,2021
500 Atlantic Ave #15F,1325000,42.353653,-71.053436,2006
150 Appleton St #4E,653000,42.344991,-71.074941,2011
94 Beacon St #3,1250000,42.355538,-71.072552,2003
80 Broad St #305,405000,42.357598,-71.052925,2006
1180-1200 Washington St #106,410000,42.342961,-71.066725,2011
210-216 Lincoln St #601,570000,42.349981,-71.058815,2002
45 Milford St #1,1750000,42.344086,-71.06981,2022
45 Milford St #2,2950000,42.344086,-71.06981,2022
70-72 Mount Vernon St #1B72,1100000,42.358168,-71.067324,2010
435 Marlborough St #6,709000,42.349899,-71.089964,2007
427 Shawmut Ave #5,770000,42.33984,-71.074322,2021
16 Brimmer St #2,1250000,42.358329,-71.071713,2004
54 Brimmer St,2500000,42.356969,-71.071691,2013
3 Avery St #403,595000,42.35337,-71.062604,2017
26 Concord Sq #4,460000,42.341348,-71.079032,2003
243 North St #8,570000,42.363518,-71.052325,2021
31 Winchester St,1720000,42.34962,-71.068791,2020
464 Commonwealth Ave #82,385000,42.348734,-71.093973,2004
59 Fleet St #3,705000,42.364179,-71.051813,2017
85 E India Row #7D,468750,42.358311,-71.050532,2014
40 Battery St #401,1376250,42.366496,-71.051362,2015
80 Broad St #601,970000,42.357638,-71.052772,2022
427 Marlborough St #2,4e+05,42.35002,-71.089568,2003
8 Garrison St #701,220000,42.346203,-71.079876,2001
63 Dartmouth St #1,540000,42.344746,-71.074569,2008
15 Warren Ave #6,506025,42.345399,-71.070746,2012
301 Shawmut Ave #31,735000,42.342491,-71.070184,2014
483 Beacon St #12B,410000,42.350833,-71.089187,2003
488-488A Columbus Ave #1,759000,42.342787,-71.078891,2014
162 W Concord St #2,585000,42.34001,-71.077531,2015
32 Fleet St #1,530000,42.364335,-71.052291,2018
26 Wellington St #4,610000,42.341275,-71.081601,2003
250 Beacon St #17,4850000,42.353416,-71.079975,2021
250 Beacon St #19,4850000,42.353552,-71.079845,2021
392 Marlborough St #3,3500000,42.350403,-71.08782,2018
456 Meridian St #1,762000,42.382265,-71.039304,2022
771 Tremont St #2,690000,42.339642,-71.079936,2013
220 W Canton St #1,8e+05,42.345101,-71.077109,2004
8 Durham St,1195000,42.344114,-71.081167,2005
176 W Canton St,1850000,42.343993,-71.075843,2007
110 Stuart St #16H,1165000,42.351007,-71.065413,2020
85 E India Row #26G,1050000,42.358311,-71.050532,2021
85 E India Row #29H,505000,42.358311,-71.050532,2011
85 E India Row #35F,1050000,42.358311,-71.050532,2013
99 Waltham St #2,1072000,42.343205,-71.070529,2013
118 Appleton St,4100000,42.345126,-71.074423,2015
28 Commonwealth Ave #5,1340000,42.352958,-71.072812,2018
73 Gainsborough St #202,195000,42.342312,-71.087815,2000
423 Beacon St #1,1900000,42.351721,-71.086259,2017
167 Marlborough St #2,840000,42.352728,-71.079472,2000
227 Beacon St #2,1630000,42.353895,-71.077909,2013
301-319 Columbus Ave #504,1350000,42.346559,-71.074537,2009
31 Mount Vernon St #4,1350000,42.35849,-71.06419,2011
3 Saint Charles St,1300000,42.33867,-71.071609,2007
58-60 Clarendon St,2400000,42.346355,-71.07322,2006
59-59A Clarendon St,1200000,42.346708,-71.073133,2003
62-64 Clarendon St,2400000,42.346464,-71.073273,2004
16 Wellington St #4,385000,42.341183,-71.081451,2012
54 E Springfield St #3,325000,42.336067,-71.075152,2010
46 Dwight St #3,420000,42.344276,-71.069051,2004
142 Commercial St #504,585000,42.36246,-71.052338,2010
2 Avery St #31E,6700000,42.353193,-71.063136,2014
2 Avery St #31F,6700000,42.353193,-71.063136,2014
8 Garrison St #603,245000,42.346203,-71.079876,2012
466 Commonwealth Ave #305A,235000,42.348733,-71.094033,2010
51 Park Dr #33,79500,42.343252,-71.094713,2000
8 Garrison St #412,344900,42.346203,-71.079876,2016
500 Atlantic Ave #18M,1900000,42.353653,-71.053436,2015
16 Concord Sq #3,350000,42.341755,-71.079273,2002
85 E India Row #33E,515000,42.358311,-71.050532,2004
486 Shawmut Ave #4,363000,42.338201,-71.076589,2001
70 Revere St #5,307000,42.359464,-71.069049,2003
484 Massachusetts Ave #1,828000,42.339743,-71.080586,2015
192 Beacon St #1,702000,42.354221,-71.077405,2019
85 E Brookline St #3,650000,42.337486,-71.070126,2021
465 Beacon St #1,905000,42.351249,-71.087986,2022
469 Shawmut Ave #6,620000,42.338985,-71.075766,2020
163-165 Marlborough St #1A,375000,42.352775,-71.079293,2014
150 Beacon St #2,3325000,42.354676,-71.075708,2001
63 Saint Botolph St #1,1074500,42.345392,-71.080199,2009
145 Saint Botolph St #36,1115000,42.343562,-71.082432,2021
103-109 South St #3F,435000,42.351587,-71.057349,2001
4 Charlesgate E #206,775000,42.349847,-71.091522,2014
4 Charlesgate E #406,795000,42.349847,-71.091522,2015
234 Causeway St #711,850000,42.366538,-71.059491,2015
2-1/2 Battery Wharf #3306,1350000,0,0,2021
116 W Concord St #4,442000,42.339141,-71.076637,2003
777 Tremont St #1,180000,42.339502,-71.080207,2003
500 Atlantic Ave #16F,1530000,42.353653,-71.053436,2007
167 Commonwealth Ave #2,619000,42.351922,-71.079236,2000
34-1/2 Beacon St #1,1950000,42.357195,-71.06499,2016
1 Avery St #18B,1107225,42.35337,-71.062515,2001
22 Pinckney St,1750000,42.358782,-71.066004,2012
57 Mount Vernon St #2,3e+06,42.358029,-71.068496,2019
57 Mount Vernon St #6,3e+06,42.358029,-71.068496,2019
22 Phillips St #3,450000,42.36026,-71.067572,2006
290 Commonwealth Ave #15,480000,42.349761,-71.0848,2006
3 Myrtle St #5,965000,42.359467,-71.064485,2016
57 Fulton St #10,1125000,42.362066,-71.053318,2021
65 E India Row #21B,763000,42.358036,-71.051007,2003
165 Mount Vernon St #2,2915000,42.357434,-71.072371,2004
25 Phillips St #D,565000,42.36044,-71.067593,2001
65 Commonwealth Ave #3A,2735000,42.352723,-71.0762,2006
333 Commonwealth Ave #23,1390000,42.349719,-71.087308,2004
17 Albemarle St #2,182950,42.342352,-71.083236,2001
1 Charles St S #806,1650000,42.351787,-71.067367,2019
23 Commonwealth Ave #3,1610000,42.353393,-71.07369,2003
80 Broad St #1003,590000,42.357638,-71.052772,2006
39 Hemenway St #7,210000,42.345429,-71.089667,2003
341 Beacon St #1B,209000,42.352468,-71.083143,2002
24 Lawrence St #2,412000,42.346074,-71.072754,2001
17 Cazenove St #204,560000,42.346657,-71.072583,2020
519 Harrison Ave #D218,841000,42.341607,-71.066773,2014
536 Massachusetts Ave #6,399000,42.339034,-71.079822,2001
364 Marlborough St #4,357000,42.350641,-71.08658,2006
50 Battery St #103&4,1065000,42.366525,-71.050923,2000
100 Fulton St #3W,645000,42.36277,-71.052884,2006
19 Bay State Rd #6,1363000,42.348298,-71.068385,2005
46 Dwight St #3,429000,42.344276,-71.069051,2010
1597 Washington St #405,480000,42.338442,-71.074435,2000
101 Broad St #101,515000,42.35742,-71.052494,2018
80 Broad St #205,342000,42.357638,-71.052772,2006
299 Marlborough St #1,685000,42.351567,-71.083864,2006
30 Gloucester St #2,360000,42.349536,-71.084453,2004
327 Beacon St #1,875000,42.352635,-71.082503,2012
342 Marlborough St #1,2150000,42.35092,-71.085581,2020
17 Worcester St #7,625000,42.337864,-71.075992,2003
17 Worcester St #9,1014,42.337864,-71.075992,2003
360 Newbury St #506,159300,42.348168,-71.087641,2006
68 Chandler St #1,689000,42.34661,-71.071932,2004
1387 Washington St #406,415000,42.341325,-71.069949,2008
34-1/2 Beacon St #5,1600000,42.357195,-71.06499,2012
20 Hancock St #3,980000,42.360831,-71.064354,2020
33 Commercial Wharf #34,685000,42.362248,-71.051063,2016
60 Queensberry St #A,499000,42.342591,-71.097636,2021
195 W Springfield St,307500,42.3402,-71.07995,2002
31 E Springfield St #4,398000,42.336325,-71.075803,2004
464 Commonwealth Ave #62,4e+05,42.348734,-71.093973,2007
98 Chandler St #2,575000,42.346301,-71.073064,2004
21 Father Francis Gilday St #401,550000,42.338063,-71.072716,2007
21 Father Francis Gilday St #106,1550000,42.338063,-71.072716,2018
356 Marlborough St #1,1750000,42.350725,-71.086279,2015
210 Beacon St #3,1500000,42.354019,-71.078159,2021
43-49 Bromfield St,3775705,42.356935,-71.060357,2005
15 Cazenove St #4,226000,42.346643,-71.072576,2000
180 Beacon St #7C,455000,42.354329,-71.076986,2003
76-82 W Rutland Sq #402,1165000,42.343235,-71.080137,2021
183-185A Massachusetts Ave #101,157826,42.345393,-71.086945,2002
190 W Canton St #1,675000,42.344183,-71.07618,2005
44 Prince St #209,155200,42.364754,-71.054841,2006
377 Marlborough St #1,320000,42.350637,-71.08731,2002
249 Marlborough St #2,1100000,42.351982,-71.08229,2004
343 Commercial St #306,1975000,42.366072,-71.05123,2022
343 Commercial St #101,1545000,42.366097,-71.051114,2015
43-1/2 Charter St #6,392000,42.367173,-71.05418,2003
75 Marlborough St #2,1195000,42.353796,-71.075578,2018
1 Unity St #4R,4e+05,42.366705,-71.053574,2021
8 Melrose St #1,543000,42.349581,-71.067285,2007
210-216 Lincoln St #404,455000,42.349981,-71.058815,2000
10 Henchman St #2R,390000,42.367064,-71.053982,2017
73 Worcester St #2,1220000,42.339097,-71.077629,2021
90 Worcester St #6,940000,42.339797,-71.07863,2019
280 Beacon St #34,1550000,42.353139,-71.081303,2020
122 Beacon St #7,1050000,42.35502,-71.074441,2007
353 Beacon St,4592500,42.352349,-71.083584,2017
201 W Springfield St #3,535000,42.340344,-71.080098,2005
7 Dwight St #2,401800,42.344033,-71.06791,2003
14-16 Henchman St #1M,379000,42.367087,-71.05396,2020
124 Appleton St #124,895000,42.345062,-71.074668,2018
117 Fulton St #4,535000,42.362566,-71.052794,2014
544 Commercial St #544,529000,42.368202,-71.056321,2015
371-373 Hanover St #5,440000,42.36494,-71.053312,2013
17 Durham St,2500000,42.343953,-71.081288,2004
198 Saint Botolph St #5,250000,42.342502,-71.083713,2004
65 E India Row #32G,575000,42.357947,-71.050993,2007
110 Stuart St #21H,9e+05,42.351007,-71.065413,2012
87 Gainsborough St #204,289000,42.342409,-71.088451,2002
6 Whittier Pl #5A,327000,42.366192,-71.06722,2003
51 Park Dr #11,225000,42.343252,-71.094713,2003
26 Stillman St #3-5,335000,42.363764,-71.056946,2002
6 Whittier Pl #16C,530000,42.366192,-71.06722,2017
109-119 Beach St #2C,464000,42.350718,-71.058047,2007
75 Chestnut St #24,349000,42.357016,-71.070295,2005
75 Montgomery St #1,1079000,42.343559,-71.074433,2013
387 Marlborough St #3,249600,42.350512,-71.087773,2003
100 Chestnut St #2,529100,42.356632,-71.071221,2004
116 Mount Vernon St #2,380000,42.357856,-71.069978,2008
75 Chestnut St #32,394000,42.357016,-71.070295,2005
65 Park Dr #11,20000,42.34216,-71.095433,2003
65 Park Dr #11,175000,42.34216,-71.095433,2001
9 Cazenove St #4,590000,42.3466,-71.072555,2019
328 Dartmouth St #5,3e+05,42.353186,-71.07902,2004
18 Worcester Sq #1,495000,42.336967,-71.075106,2018
308 Columbus Ave #4,570000,42.34657,-71.074192,2007
206 Beacon St #1,1230000,42.354064,-71.077991,2011
59 Phillips St #1,535000,42.360426,-71.068684,2004
431 Shawmut Ave #2,342000,42.339844,-71.074499,2004
265-275 Dartmouth St #1D,288000,42.350105,-71.077253,2009
17 Gloucester St #A,601000,42.350788,-71.084816,2014
8 Garrison St #311,415000,42.346203,-71.079876,2014
505-505A Columbus Ave #2,302000,42.342433,-71.079651,2002
1 Nassau St #2208,1e+06,42.348799,-71.063184,2011
15 River St #803,499000,42.356737,-71.070034,2012
357 Commercial St #314,590000,42.366214,-71.051154,2005
101 Mount Vernon St #1,1220000,42.357902,-71.069668,2012
464 Hanover St #7,340000,42.366961,-71.052569,2001
8 Whittier Pl #9C,738000,42.366178,-71.067225,2017
22-40 Chauncy St,39524500,42.354084,-71.059554,2014
71 Summer St,20700000,42.354214,-71.058794,2014
75-79 Summer St,20700000,42.354156,-71.058722,2014
83-87 Summer St,10800000,42.354075,-71.058608,2014
80 Revere St #1,174800,42.359453,-71.069396,2003
520-522 Tremont St,3900000,42.344673,-71.070407,2022
25 Dwight St,540000,42.344241,-71.068463,2000
500 Atlantic Ave #18C,832000,42.353734,-71.053491,2012
34-1/2 Beacon St #5,1302000,42.357195,-71.06499,2003
193 Beacon St #3,2100000,42.354249,-71.076575,2022
347 Commonwealth Ave #A,880000,42.349553,-71.087942,2012
234 Causeway St #821,409000,42.366538,-71.059491,2006
111 Gainsborough St #203,235000,42.342601,-71.089704,2003
38-40 Saint Botolph St #9,60000,42.346174,-71.079267,2000
74 Commonwealth Ave #1,305000,42.352343,-71.075107,2007
170 Commercial St #3,480000,42.36311,-71.051647,2004
435 Marlborough St #1,412500,42.349899,-71.089964,2008
1 Charles St S #6D,2220000,42.351787,-71.067367,2014
416 Marlborough St #307,540000,42.35004,-71.088819,2003
425 Newbury St #A38,50000,42.348159,-71.089626,2003
2 Avery St #PH1B,1155000,42.353193,-71.063136,2007
2 Avery St #PH1C,3700000,42.353193,-71.063136,2007
16 Wellington St #1,265000,42.341183,-71.081451,2001
6 Whittier Pl #6D,365000,42.366192,-71.06722,2007
210 South St #2-3,553000,42.350224,-71.057346,2006
244 Newbury St,6e+06,42.349679,-71.082496,2013
417-419A Hanover St,1750000,42.365631,-71.052794,2004
44 Concord Sq,3e+06,42.341791,-71.07947,2003
41 Commonwealth Ave #9,675000,42.353054,-71.074976,2004
80 Berkeley St #3,405000,42.347099,-71.071155,2012
7 Hereford St #4,249000,42.351247,-71.087015,2004
2 Hawthorne Pl #9J,342500,42.363418,-71.066692,2009
94 Saint Botolph St #5,9e+05,42.344787,-71.080911,2008
130 Pembroke St #3,473000,42.342776,-71.077295,2010
121 Beacon St #6,788000,42.355004,-71.073793,2000
290 Shawmut Ave #4,270000,42.34269,-71.069475,2001
32 Traveler St #213,226512,42.344302,-71.063212,2020
670 Massachusetts Ave #1,2396000,42.336094,-71.076243,2019
670 Massachusetts Ave #2,2396000,42.336094,-71.076243,2019
670 Massachusetts Ave #3,2396000,42.336094,-71.076243,2019
670 Massachusetts Ave #4,2396000,42.336094,-71.076243,2019
670 Massachusetts Ave #5,2396000,42.336094,-71.076243,2019
82 Montgomery St #2,880000,42.343366,-71.074754,2022
103 Gainsborough St #103,395000,42.342537,-71.089286,2003
23 Temple St #G,316000,42.360738,-71.0638,2006
776 Boylston St #E11A,5325000,42.348809,-71.081814,2008
776 Boylston St #E11G,3300000,42.348809,-71.081814,2018
160 E Berkeley St,3390,42.343584,-71.06436,2002
79-109 E Canton St,10420000,42.337772,-71.069244,2006
392 Marlborough St #3,3750000,42.350403,-71.08782,2021
145 Pinckney St #327,180000,42.358897,-71.07179,2013
30 Saint Stephen St,1060000,42.342612,-71.086598,2008
99-105 Broad St #7B,525000,42.357369,-71.052621,2009
99-105 Broad St #7B,4e+05,42.357369,-71.052621,2008
2 Avery St #36D,2315000,42.353193,-71.063136,2012
1313 Washington St #204,978000,42.341948,-71.068372,2018
108 Gainsborough St #304W,347000,42.342204,-71.08831,2001
32 Union Park #1,1910000,42.657864,-70.622614,2013
56 Clarendon St #2,1203770,42.346081,-71.073088,2018
1 Avery St #PH3B,3750000,42.35337,-71.062515,2017
79 Warren Ave,2300000,42.344603,-71.073362,2011
37 W Cedar St,2900000,42.359169,-71.069932,2000
102 Gainsborough St #306E,325000,42.342183,-71.088174,2005
350 Stuart St,116650000,42.349163,-71.073241,2022
371 Beacon St #10,265000,42.352132,-71.084305,2001
285 Columbus Ave #303,690000,42.346859,-71.074162,2008
366 Commonwealth Ave #5H,385000,42.348882,-71.088439,2004
51 Park Dr #30,247000,42.343252,-71.094713,2004
19 Cortes St #8,760000,42.348358,-71.069807,2019
390 Commonwealth Ave #310,642500,42.348872,-71.088555,2007
390 Commonwealth Ave #209,766000,42.348872,-71.088555,2013
1 Avery St #20B,2650000,42.35337,-71.062515,2018
85 E India Row #34E,820000,42.357947,-71.050993,2017
65 E India Row #31C,825000,42.358036,-71.051007,2013
61 W Cedar St #4,710000,42.359976,-71.070056,2022
286-288 Cambridge St #2,320500,42.361092,-71.068367,2008
9 Cazenove St #3,343000,42.3466,-71.072555,2007
30 Temple St #1,860000,42.360355,-71.063505,2015
370 Marlborough St #2,377813,42.350572,-71.086838,2011
52 Charlesgate E #159,194000,42.347468,-71.09142,2012
10 Bowdoin St #508,648000,42.360946,-71.063021,2014
65 E India Row #6C,1e+06,42.358036,-71.051007,2021
25-29 Beach St,1850000,42.351388,-71.061739,2004
165 Tremont St #1602,1018400,42.354233,-71.063727,2012
80-82 Fenwood Rd #1013,1149000,42.336145,-71.109245,2018
343 Commonwealth Ave #32,463500,42.349601,-71.087761,2005
265-275 Dartmouth St #6D,550000,42.350105,-71.077253,2020
33 Holyoke St #1,318750,42.344801,-71.07779,2003
37 Beacon St #4,490000,42.357087,-71.065829,2007
33 Holyoke St #3,332500,42.344801,-71.07779,2003
236 W Canton St #3,667000,42.345314,-71.077252,2012
16 Union Park #2,620000,42.657837,-70.622573,2006
46 E Springfield St #3,212000,42.33617,-71.075284,2000
85 E India Row #37H,459000,42.358311,-71.050532,2002
9-11 Worcester Sq #2,1400000,42.337127,-71.075391,2013
123 Charles St #1,1300000,42.359756,-71.070685,2020
13-15 West St,2300000,42.354625,-71.061967,2019
282 Newbury St #15,460000,42.349253,-71.084215,2013
425 Newbury St #F46,120000,42.348159,-71.089626,2019
85 Waltham St #6,550000,42.34309,-71.070391,2007
8 Whittier Pl #16D,320000,42.366178,-71.067225,2003
24 Milford St #1,801000,42.343817,-71.069481,2012
144 W Concord St #2,555000,42.34001,-71.077531,2009
60 Myrtle St #9,261250,42.359353,-71.066497,2008
21 Father Francis Gilday St #113,770000,42.338063,-71.072716,2010
38 S Russell St #1,1500000,42.360288,-71.065957,2021
5 Albemarle St #1,490000,42.34262,-71.083453,2011
690 Tremont St #1,960000,42.341133,-71.076982,2013
70 Lincoln St #L619,675000,42.352217,-71.057924,2013
40 Commercial Wharf #40,1420000,42.362155,-71.050624,2022
